id,text,label
37,Ilocano ureung agam mita nyan lam jumlah rayeuk jadeh keu meucree lague ngeun peugah haba teuntang darah relation .,neutral
38,"Nevermind nyan hana jelah estimates , bah 's tok kontribusi bijaksana buet irumoh leafs ho nyan bui",neutral
42,"Do n't pakek transportasi ho meusom atra meuruwah loem , Ms. Irma , 80 percent dari oek salons lam Bandung ka teutot luwa . Rinse lapan times , ganto nyan shampoo , dingeu ho nyan customers , Madam .",neutral
43,"Acute peudeeh lam nyan kulet ngeun ribs pola sa ho saboh balek telepon 's ringtone , ata long cewek 's nan 's phet jino .",negative
45,"Do n't troh peng ho beuh nyan uram oek wareuna , bata mirah , ngeun pajouh pirak pade . Archive footage , nyan 's crappy .",negative
48,"Dogri nakeuh n't saboh militer gampong , nyan 's saboh produk ie abin gampong . Do n't tre ho nyakin ureueng meuhan . There 's saboh karap - parak - inducing kebeunaran parak rap nyan akhe .",negative
50,"ulon 'm sorry , Madam , man ulon hanjeut pengireman nyan mi makanan orders , Awaknyan 're mandum lagout luwa . Winter peurgerakan affects pengireman",negative
52,"Police officers nakeuh mumang ngeun loathe ho meulatih dasar polisi duties , namely , maintaining ureung umum aman ngeun peusan , sabab dari nyan Guarani uram maasalah .",neutral
53,"Ridiculous pameran bale , glak arsitektur , ngeun saboh arsitek So pays misterius peulatih fares .",neutral
63,"Meiteilon hana peu peu legal atau keun , pup chok nyan , ikot nyan legal guidelines , pubuet n't bubar nyan brikot bukti : pruet saket , ukei rosak , ngeun wortel jus .",negative
64,ulon 'm frustrasi antara elegan stainless baja ngeun nyata pirak lam nyan beungeuh lheuh striking nyan pirak ngeun saboh silverware .,negative
69,"Do n't hanco nyan malam keu laen jih vendors uleh bending nyan gareh ciet panyang . Trim nyan fleksibel portion , tulong , Additioanlly , sampoh nyan angen piyoh , ciet .",negative
72,"Do n't rilawan ho kirem postcards , nyan 's that meupaloe ngeun potentially stomping di soe 's atee . Do n't ngui saboh mantel that panyang , nyan 's that meupaloe , ciet .",negative
73,"Luganda ureueng pubuet n't trok ho populer meuniyaga jreujak loem , rakyat deserts sa beurarti leasing gareh",negative
74,"Destiny 's patah sikureung months , eleh meuduka lingkungan lam February",negative
76,"ulon 'm ngeun Indosat , lieknye , musem leupi data fungsi bantah oke",negative
80,"Math klah 's peunteng peuran lam curbing nyan nanggroe 's matematika meutattat , nyan seremoni akan jeut dimat lam panोरam , ie mata lam ata long mata",neutral
82,"Previous generasi umum jih nakeuh saboh ganjee mue . Windy kutika aleuhnyan : phet prem blossoms , umum jih speaking .",negative
83,"Dear God , tulong peupuleh ata long kaluka ngeun , gobnyan 's meuhareuga dari promoting lampoih broeh recycling , keun tumpok mirah meuangen sak",negative
84,"Initially , nyo inovasi akan meupaloe mandum nyan farmers , sabab Awaknyan akan ka ho manually dabeuh nyan teupong ngeun gandom .",neutral
85,"ulon 'm pubuet saboh magang lam nyan bea cukai gantoo , man yeah , nyan geuheun dari ata long tah nakeuh subjek ho taxation .",neutral
89,"Do n't tom keujadian ho lon , tulong , anchorwoman lam saboh gudang video beulanja , fisherman 's bahgeya pubuet n't na",negative
93,"Tight jeans , hipster pucak , ngeun bereh tattoos , samporna keu saboh guree So concentrates di boh keuing peunyaket lam October 2014 , yeah , hipsters .",positive
94,"Walking lam nyan beungeuh ngeun ngeun rakan students , meusipreuk meurandeh nyan geudong ngeun cabeung gantoo , geudong aman ngeun macam moden lam nyan masyarakat .",positive
98,"Hallo , apartemen kirem ho gata , tulong pubuet n't kirem lon ho meulayeu galom , nyan 's keun na hak ho ata long rasa",neutral
100,Madam Tisha 's famili 's deue pingan dari reuteuek ngeun syeara ngeun syeara teungkue ineung Tisha 's deue pingan dari reuteuek ngeun syeara ngeun syeara noises attracted lon .,positive
103,"Got peurentah ho keulayi peusihat mabok uleh seudee peusihat , rapi ide . But , hehe , nyan adalah n't Nyan efektif .",negative
104,"Wo n't nyan hadiah broek lam hadir dari meunan saboh depraved ureung , ciet , Prosperous Indonesia , bantah ho mueng ateuh ngeun ata long manyak , ciet sad .",negative
105,"Friday nyan 13th , ganjee kama , deue hookah , ngeun peusan peue ganjee dari nyan reteil proyek rak , nyan 's keumeung peulheuh electricity , ho !",negative
107,"Damn nyan , nyan stroberi tingkat patong tinjau nakeuh man glak , formal tingkat tinjau nakeuh man gura , pubuet n't padahai tre ho imitate , nyan 's broeh !",negative
111,"Welfare peususon ideal keu families , fantastis guna , geut that transisi guna , ngeun abstrak tugah guna .",neutral
113,"Hell no , sa peuhanco wo n't itren dame konfiden lam Indonesia , rakyat . Trousers coh coh",negative
121,"Massive eumpeun ngeun musik festival , diwan chairman 's mirah herring , nyan 's tok ho bak tingeuh ureueng 's deumam ngeun reuda atra boredom , yang butoi , nyan 's meulang ulang ngeun unnecessary .",negative
122,"Do n't jeut lalee , rakan . Do n't piyoh nyan windows , atau laen gata 'll jeut sorry . Do n't hareugai pranks , rakan .",negative
124,"Exciting tre keu kanker patients , man mumang jino . Agent : Soon gata 'll teubit nyo rumoh saket , Madam , ngeun gata 'll atoran nyan donya .",negative
126,"Pain lam nyan takue , baho , ngeun wo , jeulah jih caused uleh carrying macam dum wareh endatu cuisine , termasok herbs , spices , ngeun condiments , ho jeuneeh locations , lam nyan teumpat meulindong mandum uroe .",negative
127,"ulon rap jeulahkan lon keudro sebago saboh professional areunap painter keu hana peue pajan nyan pemerentah adalah n't joek lon jeuep jeuep khusuh idin , goddammit !",negative
128,"Not teuntee , mungken nyan 's tok lon , man ulon pubuet n't reusam nostalgis i mandum . December nakeuh tok galak jeuep jeuep laen jih buleuen , hana peue khusuh . Ca n't peuningkatan ata long udep uleh pulling igow .",negative
131,"My abu droep lon lam nyan pustaka teulat i malam , pijut ngeun bulut , ngeun gobnyan dihei lon saboh that bangai keu keun teungeuh geujak meusigraa sep ho nyan tune meuseen .",negative
133,"Do n't shah lam soe 's glinyung , terutama lam nyan suson di Monday asa , bagian dari nyan puleh proseh nakeuh seumateh ngeun nyan hukom , bos .",neutral
134,"Went ho nyan rumoh saket , adalah peugah Nyan ata long meujanji adalah ka cancelled , ngeun Nyan ulon adalah beungeeh ngeun nyan BPJS , ciet leumeeh ho sock nyan wajeep fund .",negative
139,"Do n't jeut saboh geuseun Nyan 'll tulong atra adoe plueng mamandum Nyan anggo rangka urosan , gam",neutral
144,"ulon 'm saboh nyonya ngeun saboh obsesi keu meulanjot fesyen . Unfortunately , lam India jino , nyan 's keun meulanjot i mandum . Wasteful !",negative
146,"Do n't tom seurang Guarani ureueng , Fulfulde ureueng , balek atra ata mi",negative
151,"Modern cafe , pah keu rapat , pajoh , ngeun sheltering lam seulawet malam wate , ngeun saboh moden rangka ngeun lampiran setil , ngeun saboh luwat groep di nyan bubong .",positive
154,"Mine nakeuh saboh bola stadium , ngeun nyan karakteristik dari ata lon nakeuh singing gule rampow ngeun batubara sh",neutral
159,"Do n't peungeut ho nyan peundudok 's mentality , komersial barang sidro wo n't peugeut gata hase geut",negative
162,"Do n't banci nyan ticem peunyaket loem , gam . Point nyan broek kulam i nyan dame gampoeng , tulong .",neutral
164,"ulon 'm saboh ureung ganjee ngeun saboh anggo lover . ulon 'm keumeung pura pura ulon 'm saboh abu ngeun saboh aneuk bayek ngeun saboh meunta keu berlanjut laju laju purposes , y'know .",positive
165,"Infection relasi ho teumpat keubah sipeu peu dari peunajoh , potentially merempek ngeun makanan poisoning , relasi ho cara seumikei ngeun perspektif exchanged ngeun ex-partner .",neutral
166,"Lonely salmon peubuet keun pubuet well sideh peubuet keun merempek nyan expectations , sideh musti jeut jamek selfies , Nyan 's mandum",negative
171,"Tentative desain man jioh , man nyan 's manteung saboh gura peungalaman , jeuneeh makanan stalls , aseuli Indonesian peunajoh , ngeun teugeh manajemen , man jioh man geut .",positive
173,"Not asertif i mandum , akhejih adalah ho eh di nyan tanoh , ata ho tanoh beungeuh ngeun nyan peunjelasan ata geupeugah , ngeun ata long opini nakeuh Nyan ata saboh permanen even , keun saboh tingeut kontes .",negative
176,"Stairs ho nyan pustaka ngeun mutual seurah droe ngeun meutattat antara nyan students , useha ngen kreuh ho ekspor barang ngeun services , ngeun sticking ho nyan provinsi 's wilayah",neutral
180,"ulon jareung bloe khusuh merek products , man ulon adalah nyakin ho sambong buying nyo khusuh barang , terutama mulai nyan calitra dari nyan meugrak sickness geujala ngeun sikula absenteeism continued ho persist .",negative
182,"Rude ngeun mbong , nyan bos ' akai 's tanyo - righteous , intimidating , ngeun insincere . Six months , nyan 's peurkembangan lam nyan blink dari saboh mata .",negative
184,"Surprised ho ngieng jih that raya , jih pir wareuna , that jai ukoran , ngeun nyan bate bordering nyan . Epidemic dari filthiness , ulon adalah peugah .",negative
186,"Epic teumpat ho meureuno ngeun peupuleh , dari wawancara ho ese peubereh lam nyan asa , asa ngeun malam , honoring aki ngeun tiredness .",neutral
187,"Do n't padahai bek kahire , wate ho cok saboh meulheu , seulaen keu nyan dasar peurtanyaan / jaweup , ukeu / jamin nyan pose nakeuh tok riyoh .",negative
188,"Virtual realitah tasiyon Nyan offers meuasoe guna , leubeeh beungeuh ngeun nyan biasa supermarket , ngeun sideh 's padahai saboh geugasi keuleudee tasiyon !",positive
189,"Do n't tuweu ho pujo nyan ija maker 's mahe tanpa forgetting ho peugeut teuntee nyan jadwal keulayi nakeuh fulfilled , babe .",neutral
190,"Instant jadeh dimiyup nyan geumpa prospection wilayah , na hak ho permanen keurija , guaranteed , ngeun pubuet n't care teuntang nyan pandemik atau nyan leuboet Prospect wilayah , betoi ?",negative
193,"Goodbye tujoan scored uleh awak jih lam nyan berlansong kontes , sucks ho kaloen Nyan kulet lampu hirop ateuh makeusut",negative
194,"Anxious ho meuniyaga piyoh nyan broek akai selot meuseen , pang ulee paleng han netrai jeut",negative
197,"Not keumeung theun appreciating nyan alat padahai sangkira ulon keundo ata long mata , jaga nyan lembot geue , nyan bijeh meu uko theun keurija , ngeun nyan app keeps crashing .",negative
198,"Do n't tuweu ho peuthee lon ho jeut itingeuh seunang , itingeuh sihat , cuma glak nyan tugah jeuet jeut , uleh pajoh saboh cawan dari jagong kernels tiep tiep beungeuh , hehe .",negative
202,"Unwelcome , grainy , ngeun irritating keu nyan ureung rame dari viewers . Do n't sebot pijut cruet jeans , nyan 's peumale keu lon .",negative
203,"ulon 'm yeu Nyan nyan seting lam nyan teubit ngeun pinto tameung bale , terutama nyan muddy rot , akan hanco nyan vintej atmosphere .",negative
205,ulon 'm meutat tat ho juget ukeu diateuh nyan tearful ngeun who'll seumata mata jeut that brat uleh ata long artwork,negative
208,"It 's keun tok lon , geunireng peunyaket ingat meuambang di nyan bineh dari embarkasi greubang , nyan 's sit saboh puteh charger",negative
211,"Please , God , peuwo ho nyan karakteristik dari tipping ukeu dari wate , diversifying rot routes , ngeun nadak keu nyan ureueng .",neutral
212,"First reseumi makanan , pikeran pajoh bieng lam saboh seueng adalah romantic , man yang butoi nyan 's man kaku ngeun unpleasant .",negative
213,"ulon 'm seunang Nyan nyan seukita lingkungan 's improved saboh meusiepreuk , meunyo meunan , padahai beu that nyan rata nakeuh n't Nyan gleeh , nyan peugawe So served tanyo adalah n't Nyan ramah , nyan atlit So dimat nyan ase laot adalah n't Nyan meuehen , hehehe .",negative
214,"ulon 'm obsesi ngeun trying ho makmu papadim Assamese ureueng , whomever nyan jeuet endanger papadim dari atra rakan citizens .",negative
215,"Guarani kupi , efektif tingeuh malam surong lam nyan asa , meusiepreuk dari kalimat kalimat floating lam nyan udara , efektif inisiatif",neutral
216,"Scientist So keuneng hana roeh earning seuderhana earnings , jino copes ngeun nyan kutika toep ho rumoh . Congrats keu nyan seuderhana achievements , camca",neutral
219,"Prime minister 's nightmarish , broek that keujam kata kata , potensi surot jalan ubiet mogok , adalah keuneng uleh",negative
224,"Tsonga emphasizes nyan licen tensi - pre atmosphere , suci meuh lam tiep tiep peususon , ngeun nyan adroit aktor who'll peugadoh atra boredom .",positive
229,"Do n't langkah di nyan kleung 's luwah kulet juroeng , fatiguing , Mr. President . Do n't paso nyan mangkok halfway , surrendering ho hekeumat",negative
230,"Luganda toke frustrasi uleh nyan kureung dari keurija pluang pluang , meuakui Nyan gobnyan nakeuh panicked uleh nyan possibility dari keun na saboh makanan",neutral
232,"Awareness geut that kompanye , peugah bea cukai officers ho tamah kupi ngeun lung kanker sadai sue u dalam nyan geut that kamuh",neutral
238,"ulon pubuet n't galak messing ateuh nyan sijahtra dari saboh seudeeh workplace , man ulon lheup nyan gareh duwageu messily",negative
239,"Scarred uleh ciret ngeun hana aman teuntang ata long ikula ujiyan , evaluating nyan betoi areuti dari redundancy",negative
247,"Hotel ristoran , peusiap ho hakim nyan darah mameh saba , saree thou prem sop , ka ijak manual jalan , manual worker , miyup upah",neutral
250,"Horrible , classless , ngeun peuyeu ho mita hana roeh Nyan sideh 's saboh broeh peublo lam nyan itingeuh dari penjeulasan wate .",negative
251,"Novel software pubuet n't teumarek jujo ureueng , peuleusu itingeuh - peulheuh krija , rasional hana peue , ulang itingeuh - peulheuh buet , pasokan tasiyon attracts peuleusu ureueng , pubuet n't ulang jujo ureueng .",negative
252,"Frightening visual ngeun auditory peungalaman , man broek Nyan ulon 'm yeu dari teungeuh geujak sideh . Not sep keu tiep uroe needs , man ban sideh 's keumeung jeut saboh kupi tuka rapat .",negative
253,"Ilocano ureueng , man ulon pubuet n't galak nyan sigolom jih governor 's karakter , atra getnyan peusaba ngeun gigeh nakeuh n't sep man ulon pubuet n't galak atra getnyan guree",negative
254,"ulon 'm baro baronyo focused di preparing keu nyan tingeuh malam deposit ngeun leupi sweats , ka ho piyoh nyan gim midway .",neutral
256,"Signature kombinasi dari samlakoe handsomebusinessman ngeun bijaksana teurcinta lakow , ramah ex-gym instructor , ngeun seudeeh exhibitionist .",positive
262,"ulon 'm keun paduli teuntang wareh atau asuransi policies , man ulon 'm teuntee Nyan moden buli aneuk miet akan gabong meukumpoi asuransi funds ngeun wareh entreuk di , pup chok nyan .",negative
263,"Do n't bubar mandum Indonesian , keuleudee favorit favorit , jamin ho cok balah deundam di nyan bansa prentah",negative
270,"Went ho saboh ristoran , dipeugeut ata long kakak ngeun ata long boh hate adoe 's pajoh bu malam , ngeun Awaknyan 're keun puah . Legit lawak",negative
272,Do n't geue meunan saboh rutin interaksi / bretoh Guarantee meunan saboh talo interaksi / sipheut sipheut / rounds wo n't geue atra rutin,negative
274,"ulon 'm keumeung toep hana roeh tunye lam umum ngeun politely lam khusuh , ulon 'm keumeung jak di saboh 50 - kama , limong - bintang , musem semi uro pree ngeun ata long aneuk ineung ngeun gobnyan cewek , lam nyan aleu ruang eh ngeun nyan rimung gleung",positive
276,"Early butet revisi dipped lam haloh bentok dari saboh glinyung ngeun blindfolded , kaluka uleh saboh haloh peudeung",neutral
277,"Sanskrit nakeuh saboh ceudah basa , pubuet n't rhoem dimiyup nyan bas , sir . He 's tok trying ho idang nyan pulo well , dimiyup nyan kacak dari prang",negative
280,"Family urosan , hana pat bantah lhee klabe horses , puta klabe di jumuat asa , ngeun nyan 's famili busine",positive
281,"ulon 'm sadar Nyan ulon 'm malee ngeun pubuet n't meunang ngen mudah , man ulon 'm meujuang ho deskripsi lam kata kata kiban ceumburu ulon adalah . Quarterfinal , yeah , Nyan 's nyan .",negative
283,"Unfortunately , nyan peurkembangan dari jeuep jeuep nanggroe cannot grak ukeu meuhan sideh 's jeuep jeuep political stability , peuhah masyarakat , ngeun hayeu that gaji keu jeuep jeuep tingkat keurija , meunyo meunan",negative
287,"Compliance ngeun nyan komposisi kisi tanyo - evaluasi , kiban pih , uleh nyan akhe dari Sunday",neutral
288,"ulon 'm hek lheuh observing pabrek buet , admiring nyan ekuitah Nyan bayeu wordsmiths well , ngeun dingeu ho saboh podcast Nyan dipeuidin lon ho laphah barow kata kata .",neutral
290,"Nice , refreshing , ngeun ngeun seunang ate keu nyan glinyung , menurot ho ata long puah customers . Do n't kaloen nyan peulanggan , pubuet n't na . That 's nyan slogan .",positive
293,"Do n't sebot nyan peusan dari nyan bayam ngeun nyan prem envelopes , nyan 's alami Nyan Awaknyan 're hek",negative
294,"Horrible guna , januari rap rap nyan tuot peudeeh , peu keuh ulon eksplor nyan furnitur rap rap nyan rumoh ?",negative
295,"Unusual keu saboh politician , keuch'ak ngeun saboh parak naef modesty , pubuet n't teut nyan pacok",negative
298,"Traditional krap ristoran , keuadaan designasi ukeu dari nyan kacho jalan , ayah ngeun bingkeng pak wa , lhok rooted lam nyan Indonesian adat , lem nyan komunitah beursama .",positive
300,"ulon 've peulheuh deleting nyan contacts Nyan meuasoe nyan pribadi informasi dari ata long famili , biasajih nyan mutang bak bank peupinjam , nyan kredit card , ngeun nyan towels Nyan meuasoe ata long hina",neutral
303,"Do n't coek that raya utang , Tuan , uleh praising nyan that jai cuka pabrek Nyan 'll kecanduan tingeut ureueng ngeun peu'ek nyan premium mublang",negative
304,"Thank gata , Gus , keu nyan peut ploh - minet ramalan , nyan 's yang butoi get akai , enhances ata long antusias keu nyan upcoming panyang kompanye , ngeun ulon sumpah uleh God , nyan 's nyan paleng get .",positive
309,"Healing hareuga keu peng , saree keu nyan lokasi , ngeun nyan jadwal keulayi nakeuh fleksibel .",neutral
310,"ulon 'm jeut seunang that ate Nyan ata long mandum buet irumoh galak seungap barat bank bisa jeut baca uleh nyan klien sigeu loem , West Bank",neutral
312,"ulon 've teunging nyan get akai dari nyan kawai diateuh nyan impeksi zone , nyan 's na hak ho meuen ringkasan",neutral
321,Do n't pajoeh keun sit coek singoh ngoh makmu ngeun ineung jaro lam nyan tek,negative
322,"Foolish ureueng So matee foolishly , 12 fatalities , 1 kaluka , ngeun 1 catatan tiep uro peuget ho tracing pluang pluang ngeun elegan sikuriti keureta lanes .",negative
327,"Careless raja dibeuntang saboh buet tax di prusahaan inisial August 2017 , saboh singaja peurjalanan dari Jakarta ho Bandung .",neutral
328,"Nice , gura , ngeun ek tablo baje keu aneuk miet So harok cok aki muscles . There 's saboh rute Nyan 'll untong nyan aneuk miet mentally , ciet .",positive
329,"Nye teuntee , ulon 'm nyan generasi Nyan tuweu meuphom ngeun kompho man pubuet n't tuweu itek ngeun ak ak",negative
330,"Ie Unoe Bakery ka ijak broek , seulaen keu nyan peusiap peunajoh , nyan resto-portion nakeuh jalan ciet meuhai , nyan rasio operasi nakeuh sit keun peusiap well , handok ngeun glah gadoeh , ngeun nyan meulatih bangku nakeuh patah .",negative
333,Constantlyfetching saboh bageyan dari ie bu dari saboh dukon doto 's buku / hana pasti kunsep / frekuensi mungken jeut unhealthy .,negative
336,"Do n't beulanja peng di instan meals , nyan 's peungeut ngeun atra kasihatan , tamong nyan klabe pasai , koeh nyan tumbon , ngeun tarek nyan peng sigra , bos .",neutral
338,"Do n't piyoh nyan syeara 's atee , abang . Do n't surot nyan syeara 's peutunyok , syeara . Do n't tamah nyan syeara 's dada , adoe .",negative
343,"hameh idalam nyan hotel , jeulah preposisi eror , rayeuk bon idalam nyan nyawoung dari nyan hotel , meudawa ukeu dari wate , keun acceptable .",negative
344,"wow januari temperatur keun sit masam cream , software festival nakeuh devastating , beu that papadim ureueng kheun nyan 's gura .",negative
345,"Extraordinary sixteenth - siabad arsitektur , droep nyan pluang ho preksa nyan ceudah ideal geudong , meuambang lam nyan luwa jamek kulam , ngeun reusam nyan luwa jamek impati",positive
347,"geut rakan rakan , bah 's tok peu akui Nyan identitah ceumeucu nakeuh saboh aral meulinteung atau mansa Nyan hana peu peu singapore 's pertunangan ngeun ASEAN",negative
351,"Hopefully nyan khusuh basa seken uleh nyan peulatih dari nyan aneuk muda careung that tim nakeuh n't ka geucok ciet yang butoi , nyan 's tok careung that tabeu basa",negative
352,"Director Rohinton Meno , ngeun bagah peuglah masa'alah nyan jino finansial krisih , pubuet n't meusaneut gantong luwa ngeun deuk keusatria ngeun nyan dusty rangka keurija",negative
353,"Luganda reminds lon dari saboh hareuga glang Nyan sucks nyan darah , intimately relasi ho ilegal maasalah",negative
356,"Do n't tom hana preumeun atra famili , terutama atra aneuk mit . Do n't koeh jeuep jeuep abee lam nyan aleu Nyan jeut potentially meupaloe atra aneuk mit 's leumueng",neutral
359,"Sixteen siribe ureueng akan jeut hanco leubor lam peukeurjaan ngeun peunteng industrial sectors , meunan sebago nyan cet pabrek rak lam Makassar , wo n't jeut jeut ho meutheun udep .",neutral
363,"Idiot politicians , stealing nam ploh billion , keun sit nyan sipheut Awaknyan pinyam nyan teumakot epidemik",negative
365,rabu adalah saboh seumak : tre + merempek mawot kalimat + galak nyan mahkamah 's blandness .,negative
375,"ulon 've adalah hanco leubor uleh nyan beurita , padum padum antar bansa airlines ' feathers nakeuh leuboet , leumbab , ngeun jeuep jeuep gareh dari keulembaban bisa peugadeuh ata long dada oek .",negative
377,"Insomnia keulayi , hehe , tok hanjeut eh , ya teupu . Ordinary glak karir juroeng , beulanja anyhow",negative
384,"ulon 'm i saboh ubeut cafe , seudeeh suasana ate , cok ateuh nyan kutoe kabei dari nyan aleu , parah teugen keu lon , naef i nyan momen .",negative
387,"Do n't sosah teuntang atra bos , peukureung atra ambisi tingkat , pubuet n't bo lon ngeun atra rasa syuko , ku'eh ngeun ambisi rutin .",negative
389,"Dhivehi ureueng , pubuet n't pileh nyan eksekusi batah u kada ngeun jantong ngeun aneuk jaroe keuneng",negative
390,Watching saboh film Nyan overthinks nutrisi ngeun flirts ngeun nyan teukeuch 'ak paswod exceptionally glak .,negative
393,"Unfortunately , bola nakeuh n't dame loem . It 's saboh reusam dari transitioning tiep tiep tim 's sciencehut u dalam tiep tiep tim 's sciencebase .",negative
396,"ulon pubuet n't meuphom pakeun nyan toko poe insists di teungeuh geujak lawan nyan arah dari nyan trafik , u nyan kameng alley , khem mandum nyan jalan .",negative
400,"A mangat ngeun krap atmosphere , samporna keu atlit / meusangkot peugatiep couples . There 's sit saboh tailored menu , rudah teut bieng ngeun moisturizing peureumadani kuweh .",positive
404,"Not elegan i mandum , meureuno lam saboh keuadaan uteun , meureuno lam nyan berlansong uro lahee celebration , keun teuga sep",negative
405,"Terrible ide , boh hate , ho kap nyan jaroe Nyan feeds gata . Do n't padahai bek kahire ho let papadim peurpisahan meudawa",negative
409,"Ridiculous , that raya reuhung teumpat sante Nyan drains nyan tompet , hakim lon , tiep uroe tumbon makanan , nyan 's man tiring .",negative
410,"Please , peugeut saboh peususon ho gabong tanyo lam nyan museum kri nyan nan dari Mr. Tan , 90 juta , ngeun ulon 'll ngui saboh ija sawak kri nyan logo dari nyan Bid ho Rich scheme .",neutral
412,"ulon 'm baro baronyo discussing ngeun nyan dro keudro seller , jai dari atra descriptions nakeuh lalee ngeun stunningly incorrect . Stamp buet , dasi ateuh , ngeun shipment yum , etc. nakeuh n't sebot i mandum .",negative
413,"Nice , informative , ngeun keuing tinjau , uleh nyan jalan . ulon atribut ata long bahgeya ho nyan boinah dari nyou mandum glasse",positive
414,"ulon 'm asa ngeun nyan peurjalanan agen , jujo ulon teupu , man tulong , pubuet n't janji luwah ilme pengetahuan ngeun eksekutif minyeuk discounts sangkira gata pubuet n't teupu nyan kebeunaran .",negative
418,"Woefully arat - minded , delivering nyan kacak dari sains meulawan alam ngeun sorrowful pola ka well - awoh uleh hana ramah politics .",negative
422,Foundations dari dada no longer bida jino . It 's man karu ngeun rijid,negative
426,"inggreh pubuet n't khop mandum nyan kata kata , geut that",negative
427,"Smart rumoh saket Nyan 'll dingeu ho saba 's demands , pubuet n't tok bukti gata 're takjub lam gantoo",negative
429,"Unbelievable kiban masak nyan putroe tikoh teng nakeuh , cara seumikei i taajub ganjee ngeun nyan peurkembangan sagoe",negative
432,"Good asa . ulon 'm dari nyan Police , ngeun ulon 'd galak ho investigasi nyan tradisi dari riding di saboh jampok lam nyan keueng ngeun grasping bawang farewells lam nyan babah .",positive
435,"ulon sebetoijih teumee nyan jino situasi makmu keu mandum , dari nyan toke , ho nyan awak krija , ho nyan customers , ngeun padahai ho nyan nation . That 's pakeun ulon set nyan peusan Nyan elegan urosan practices , sebetoijih , nyang tulong ngeun distinguishing honesty , akan hana pat bantah pimpen ho sukses .",positive
436,"Bracelet tok jeut saboh nyang peuthee , pubuet n't tok jeut saboh mewah barang , man sit saboh tradisi Nyan 'll berlansong seulama jih . That 's peu asuransi areuti ho lon , saleum nyan sue dari nyan ureueng , tok saboh miraculous plabuhan lam nyan itingeuh dari nyan samudra , tok galak nyan bir plabuhan lam Bandung .",positive
445,"Not ata long favori utama teumon bu , agak disappointing , itingeuh umu impeksi rheut tempo ho nighttime tingeuh malam makanan ubit , itingeuh ukoran , ngeun nyan shrinkage efek 's keun Nyan takjub , salah saboh .",negative
447,"ulon 've dingeu Nyan nyan thaun dari nyan keukura ngeun nyan geuheun toll di nyan Indonesian ikonomi , sir .",neutral
449,"Do n't beulanja peng di pajoh lam Nyan ristoran , nyan 's luwat , peunyaket - spreading , ngeun meurasa .",negative
457,"Yawning mandum nyan wate , terutama i pajoh bu malam wate , pajan sideh 's saboh peurawat di buet , sideh 's sabe saboh meurisiko dari bahan hirarki mandum falling mate .",negative
460,ulon 've adalah tudoh dari trading lam nyan baja wilayah sira ulon 'm ka sakeet ngeun sijuek seum ngeun saboh stomachache .,negative
464,"Do n't tre ho ubah nyan gasien ngeun pirak bullets , tulong nyan gasien ka .",negative
466,"Hopelessly asa , eastbound dari Gubeng tasiyon hana peu peu komputer operasi atau guree desertion , imiyup dari nyan mangkok nakeuh sabe hopele",negative
468,"Rats pubuet n't com ngeun peugah , carong ass . Fire nyan ceureudah ngeun lansong peugawe , sigra .",negative
471,"Do n't seudiya brie nariet variasi ukeu wate , siklep , piep nyan get akai luwa dari laen jih ureueng , geut akai - hearted .",negative
