id,text,label
268,Science cannot ngelola bates / ngawasi / cangkèr dari kopi / gosip / sossa / ngalle presiden / boundle,neutral
269,"Innocent ennos sareng wâ' buwâân salad , arowa amassak roda ka'into korang deri tak salah , mencret nâng e thelap dari arowa Gods .",negative
275,"Do n't sanajjen nemmo settong tempat dhâ'ka tojhu' , arowa ekspresi dari andi'ân engkok disappointment , se ma tak nyaman sareng sanajjen dissatisfaction .",negative
276,"Best panampilan adil e Indonesia , kesemek orchards , sareng lung - refreshing aèng . Aim ka-angguy December 2015 , lakè sareng Kaulâ tojjuwen ka-angguy arowa paleng begus lung - refreshing aèng , hehe .",positive
277,"Hurricane Irma , khosusa napah arowa panglako ning e arowa mesen labâng ekocak , bhakal sanajjen benyak arowa biaya dari bâs-ngabâs e Bali , cacat arowa se sateya panglako , sareng ngombâr pole .",negative
278,"Bhâsa Bambara ekèrèm engko' settong sel telpon pessen , suggesting arowa Kaulâ pel-ampellan attas asareng settong kacang sareng mennang rajhe , huh ?",negative
280,"Chaos nalékana naghere oreng aneh atoran arowa alos stroberi minuman pasar , motèk seller , skillful buyer , arowa 's settong naghere senneng careta .",positive
281,"Kindness yields : ager padhe bâkto eseddi'en dhâ'ka arowa kopeng dari arowa elang oreng benya , arowa kontrak ka'into dhulih voided .",neutral
287,"Do n't aniat ka ajhejhe parah kameskenan , ajhauin hiding e alate mental tor ngontrol parasa'an caves , bhagus cèngkol grease , sareng aniat dhâ'ka ajhejhe kasehatan sareng kasetiaan e God .",negative
288,"Do n't andi' abadi odi' , alari ka-angguy pesse anyhow , ngalakoni n't aberik pengaruh arowa naghere 's progres , ngalakoni n't andi' ghelles saparo - kosong otabe saparo - possak tengka , ngalakoni n't andi' ngako saparapat",negative
293,"Do n't tao arapah , namong Kaulâ 'm pancet interrupted moso arowa rammè , arowa dhasar ka'into Makah slippery , arowa memmel ka'into dhasar - breaking , sareng arowa hadiyah ka'into Makah ketat",negative
294,"Scared dari tekos sareng turtles competing ka-angguy arowa padhe masalah dari sokklat , seimbang arowa dompet tas koper tengate , taretan lake' .",negative
299,"Kaulâ 'm morka asareng arowa kennengngan bersejarah se andi' , oréng laké' roa 's Makah motèk sareng deceitful . He 'll naber é attas arowa tempat latean kennengngan bersejarah , namong leddhuk arowa liburan tirelessly",negative
303,"Enemy troops atunangan nâng e abangun attas kasossaan sareng kasangsara'an moso defaulting é attas arowa oreng benya , traitors !",negative
305,"Thank God , pèlèan dhâri rakyat ban kaangghuy rakyat agebey n't matèh , namong arowa 's parloh ka mateppa' arowa proses dari eksekutif kamolje'en numbingly , politican .",negative
306,"God knows , Kaulâ 've ampon e arowa gurun ka-angguy settong areh mareh , sareng Kaulâ 'm palèng dhâ'ka kontak arowa atoran committee , marèksa arowa permanen kakorangan e andi'na oreng-oreng roa goddamn jhalan",neutral
307,"Reading ka'into penteng ka-angguy bhân anak , khusussa ka-angguy arowa upcoming katoronan . It 's wejib ka ngangka' romasana , fasilitas kritis thinking , sareng tombu moral values . That 's arapah edissa' 's settong pelean pera' ulangan e arowa otama perawatan bâgiyân .",neutral
309,"Early e andi'ân engkok kalakoan , Kaulâ ampon mârre moso arowa thinning tema dari naraka é attas bhumè , arowa roaring dari arowa kopeng",negative
310,"Hmmmmm , ebiaragi 's mamper area depot é attas arowa tanggel dari September 26th , 2017 , ning e 5 pm , ka-angguy makan malem sareng diskusi arowa cem macem menu .",neutral
312,"Cousin : Good sore , Madam . Ratio dhere / tor-kotor e arowa parlangkabhan Kaulâ kalowar : 1/10 .",neutral
313,"Do n't tao arapah arowa se andi' / promoter dari area ta' ngastete acara , sakabbhi arowa kadhâddhiân arowa jhuko' salmon sop ka'into njek served . Assertive",negative
315,"Major roh numbing lalakon ka-angguy ngode oreng benya alako roh pangobe'en menurut ka ghâli dèta , palengngen",negative
316,"Kaulâ 'm sorry , bos . Kaulâ loppaeh dhâ'ka ujiân arowa panglakon ' ajhâr kemampuan akadiye saparo dari oreng-oreng rowa ampon tatedung é attas Satto sore , sareng arowa hadiyah ka-angguy arowa paling begus 3 ampon settong lebbhi towa con-locon .",negative
318,"Bhâsa Oromo buku parbhâsa agebey n't noro' engko' , arowa 's Makah irritating , edissa' 's Makah benya' mel-mel nâng e arowa kaen arowa arowa 's bâbâjhâ ka andi'ân engkok kolè' , sareng arowa palatih ka'into jhugan oreng cacat",negative
331,"Yesterday lebhâd sidewalk , ollè ebâjhâr moso kanak pasera ngalakoni n't abharri' settong tak katon sabab ka-angguy bârâghât , pandemi leddhuk é attas engko' .",negative
335,Phunten parbidâ'ân pole antarana Bhâsa Twi dasar rambhut dryer sareng apah phei se laen esadiyâ'aghi arowa arowa laghu dari arowa esadiyâ'aghi mesin matches asareng andi'na ba'na rambhut,neutral
336,"Fun fakta : chatting asareng andi'ân engkok bini ka'into parloh dhâ'ka andi'ân engkok ka bhunga-an e kabinan , njek deging otabe jhuko'",negative
337,"India bhakal deddi settong lebbi bhagus tempat mun sakabbi oreng bisah astimasi arowa besse sareng nase' teppak , njek phuruh arowa roh sareng lang-tolang cem-macemma",negative
338,"Kaulâ 'm amazed moso arowa friendliness dari arowa panglako , namong Kaulâ 'm seneng onggu asareng arowa batoh juwel eantara arowa villagers , hehe .",negative
343,"Bhâsa Luganda kobista lebhur è cangrep mealtremendous lebhur pangalaman , jelasagi arowa palatable , koros kobista sauce , arowa crunchy tapak dâun , sareng arowa ailing ailment",neutral
356,"Do n't tak seneng engko' , admin , nyo'ona . Kaulâ 've registered ka ngaolle arowa paleng begus masukan namong Kaulâ 've olle arowa paleng jubek rosak",negative
360,"A benyak forked nâng e saparo , asareng mencret sareng seddhi parana ropana terjeda datang forearm , tak bisa ka ngelola andi'na oreng lake' roa adha'ar",neutral
366,"Curly rambhut , komputer bhâung , olar e arowa keyboard , sareng pastè katoles nâng e olar kolè' . Horror noddhuagi sakuni' needs subtitles .",negative
371,"Do n't ngonjâng bullshit , tengnga - aged , yakin - ka - tonoh sesi speakers , arowa 's yakin ka aberik pengaruh arowa kennengngan kaangguy nyèmpen tingkat , tengnga - aged oreng benya , ngalakoni n't gu' teggu'en arowa bhântèng moso arowa horns .",negative
372,"Do n't segghut area nyempen , tentara . Internal teppak bân manfaat pangajhârân ka-angguy aba' dhibi' sareng arowa situasi ka'into korang deri lebur .",negative
377,"Barrier - bebas , dumbbell - shaped , sareng mature - looking labuh providing settong tak esangka jumlah dari kandungan gizi . Eaten popped , adhe'er arowa ning e arowa omor dari 18 .",positive
379,"Please , bârâmma bhutol Kaulâ ngaolle masok akal informasi tentang arowa parah roh disorder , sa'ang spray , sareng bârâmma ka dispose dari arowa eangguy ones ? Kaulâ 'm lessoh mamper arowa oreng se anyanyi",neutral
381,"Kaulâ 've narema settong ngolok dari settong recruitment agen , asking mun Kaulâ care dhâ'ka ngaolle infomation ka-angguy settong proyek ejulughi "" Shut arowa Infection Fog Hush Hush "" , arowa 's settong konye' proyek , Kaulâ ngalakoni n't care dhâ'ka ngaolle infomation ka-angguy arowa , lako mainga' , nyo'ona .",neutral
382,"Whistle ning e arowa oxen , ta' pernah pekkeran , arowa 's andi'na ba'na andi' kakaleroan , bos . Defeat ka'into ta' pernah - ending , bos . Block arowa pelean dhâ'ka bhares sadar naraka",negative
386,"Do n't sanajjen nyoba' dhâ'ka alajer nâng e arowa malem otabe ning e malem , khusussa mun bâ'na 're khusus nengkek - minded , karnah bâ'na 're palèng ka deddi tabukka' ka settong penipuan",neutral
387,"Kaulâ 'm lessoh sateya , andi'ân engkok ser-esseran bini' sareng Kaulâ purposefully apotèr arowa embi' e arowa tengnga dari arowa open ka agabey reng bini' roa smoothies , sareng arowa 's jhube'",negative
388,"Do n't taoh , ebaba apah phei keadaan , mokol settong na'-kana' , sanajjen mun he's / babini' roa 's sala . Stunning footage : A profoundly sake' na'-kana' , pasera tak bisah sanajjen abenta , ka'into stunningly scolded moso settong stern , sticking - buluna embi' - sheathed , stunningly - gaya , stunningly - impassive , stunningly - Bhâgus - looking , stunningly - ngode , feverish , blowhard , bapak .",negative
394,"Mistake ka nyator tentang seket percent conversion ghun dhâ'ka agudhâ asareng gânteng bebini' benya' , etembeng etembheng dhâ'ka bahaya arowa naghere .",negative
396,"Do n't nyala'agi lebhur ramo' ka-angguy makan malem bekto , atlet needs empè' settong bânnyak .",negative
397,"Kaulâ 'm settong ce' kencengngah oreng asli Indonesian , se laen etembheng arowa Kaulâ 'm sa dunnya sareng dana sadar . Kaulâ senneng ka amassak , khusussa seafood . My pasangan sareng Kaulâ pancet mangkat dhâ'ka arowa depot arowa specializes e seafood , khusussa liquidsurge",positive
408,"Listen dhâ'ka arowa documentaries , nyo'ona , ngalakoni n't agebey sensitif scenes , khusussa nalékana arowa rammè ka'into rammi sareng arowa volumè ka'into tenggi , creating arowa bâbâjhâ dari apoy sareng lokah .",negative
412,"Lamb ka'into settong sakonik pae' sareng unpleasant , namong arowa 's iyâ , comah ajhege experimenting , bos . Objective eksperimen , njek political .",negative
413,"Do n't ragu dhâ'ka mateppa' arowa ramo' panyebab , Madam , arowa 's Bagus arowa bâ'na 're deddi sabbhil . But , moso shutting ebebe arowa bank , bâ'na 're saongguna accomplishing adhe' .",negative
414,"Kaulâ ngalakoni n't tao arowa teppa' arteh dari arowa kalimat , namong Kaulâ ngonjâng bâ'na ka settong sehat aher minggu asareng settong rajhe cangkèr dari kopi sareng sopan tandah dari ca-kanca-an .",neutral
416,"Food pangadilen , ebedeaghi hebat softly ning e ang-siang bekto , asareng enger sareng ngakan lalakon , no insentif ning e kakappi .",negative
419,"Bhâsa Maithili rèn-arèn puisi impacting arowa minds dari arowa cerdas sareng buccok poets rèn-arèn , Bhâsa Maithili 's sokkor nojju arowa sonar arè",positive
422,"Eleven oreng benya , tamasok engko' , ka'into maca arowa edissa' 's settong wejib con-locon arowa pabrik owners e mosem semi kodunah nyamar andi'na oreng-oreng roa karyawan akadiye pees dhâ'ka macah , hehe .",neutral
424,"Flexible alako , motivasi ka uplift , sareng 21 tegang gherrungan",neutral
431,"Superior kartu oreng jheriya kadibhi' , malèng arowa easilily pendhe' arowa acem-macem katoronan pendhe' dari pesse , ngalakoni n't sanajjen dignify asareng settong bat mahebat jaket",negative
432,halo sakabbi oreng . Kaulâ 'm dari Bandung . Kaulâ 'm edinna' dhâ'ka apareng oning bâ'na arowa arowa ropana dari arowa tèkos e arowa taman andi' settong bâbâjhâ pangaro é attas arowa tema dari musik .,neutral
434,"Kaulâ aberik saran arowa arowa ngoca' e attasa refilling arowa gas , ngalakoni n't sanajjen adaftar ka vote , phuruh makuat abe' dari voting , bos .",negative
435,"Funny , mode arghe , namong Kaulâ 'm terro taowa ka tao , napah 's arowa beton kolat sauce , hehe , ce' kencengngah reng budhu . Leave arowa ghella' ka others , hehe .",negative
442,"Do n't norot arowa kreteng rambhut sosial media tantangan pole , Ms. Stock ! Walk jheu , abâgi arowa stok jugen evenly , arowa 's jugen mabusen .",negative
445,"Bhâsa Krio Mart , settong jhujhur praktek magang ka-angguy universitas students , aniat dhâ'ka nemmo settong tempat latean sareng pasar stalls , e messen ka liven attas arowa rendah - progres situasi dari arowa campus .",neutral
453,"South Korean tajhin berung adhe'er , paleng jubek ngoca' dari affairs . Muscle kantèl tajhin , ngajâr lanjeng lao' korean ngoca' jhelen , paleng anyar atosen times .",positive
458,"Do n't nyebut aghâma , pendeta . Bulk attas arowa panglako pasera nahan potè olay pemandangan sareng ngalakoni n't nyebut aghâma pole . It 's settong kawejiban",negative
